candidate,party,criminal_cases,education,age,myneta_url
Sasikala R.,Naam Tamilar Katchi,0,12th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1198
Selvakumar P.T.,Makkal Needhi Maiam,0,Graduate Professional,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1199
Senthil Murugan P.,Amma Makkal Munnettra Kazagam,1,Graduate Professional,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1200
Sundara Nathan Y.,IND,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2872
Sutharman C.J.,BSP,0,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1197
Thanu Neelan S.,IND,0,12th Pass,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2875
Gandhi M R,BJP,0,Graduate,76,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1901
Ammu Anto I,Amma Makkal Munnettra Kazagam,0,Others,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1900
Balasivanesan J,IND,1,Post Graduate,66,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2882
Gandhi L,IND,0,10th Pass,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2880
Gandhiraj C,IND,0,12th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2881
Kannan M,IND,3,10th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2879
Mahizhchi P,IND,0,Graduate Professional,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2884
Maria Jacob Stani Raja S,Makkal Needhi Maiam,0,Post Graduate,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1905
Rathinam A T,IND,0,10th Pass,82,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2885
Satheesh Kumar D,Anaithu Makkal Arasiyal Katchi,0,10th Pass,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2877
Sunil Kumar S,Anaithu Makkal Puratchi Katchi,0,8th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1902
Suresh Rajan N,DMK,12,Post Graduate,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1903
Usha P,IND,0,Graduate Professional,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2878
Prince J G,INC,73,Post Graduate,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=956
Anish K.M,BSP,0,Graduate,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2886
Anthony Muthu S M,CPI(ML)(L),4,Post Graduate,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=964
Antony Aslin J,Naam Tamilar Katchi,0,Graduate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=381
Krishnakumar A,Anaithu Makkal Puratchi Katchi,0,10th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2887
Lathis Mary S,Makkal Needhi Maiam,1,Literate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=957
Mary Stella R,CPI(ML) Red Star,4,10th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=962
Mohammed Ali S,All India Jananayaka Makkal Kazhagam,0,Post Graduate,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2888
Ramesh P,BJP,8,Post Graduate,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=963
Sivakumar M,DMDK,0,Graduate Professional,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=958
Vijayakumar R,IND,4,10th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=961
"Mano Thangaraj, T.",DMK,29,Post Graduate,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=216
"Anchalose, Y.",IND,0,12th Pass,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2893
"Glory Selvi, T.",IND,0,10th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2894
"Jenkins, D.",Amma Makkal Munnettra Kazagam,0,Others,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2891
"Jeyaraj, M.",Makkal Needhi Maiam,0,12th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2892
"John Thankam, D.",AIADMK,3,Graduate,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2889
"Latha, P.",BSP,0,10th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1929
"Mathan, F.",IND,0,12th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2896
"Robert Singh, I.",IND,0,12th Pass,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2897
Seelan,Naam Tamilar Katchi,0,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2890
"Syedali, A.",IND,0,12th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=564
Vijayadharani S,INC,8,Graduate Professional,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2106
Amose S,IND,0,10th Pass,68,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2902
Iden Soni L,DMDK,2,Graduate Professional,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2105
Jayaseelan R,BJP,2,Post Graduate,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2107
Mariaselvan Y,IND,2,12th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2905
Mary Adlin,Naam Tamilar Katchi,0,Post Graduate,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2898
Mohan Kumar M,IND,0,5th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2906
Raja Murrugan K H,IND,1,Graduate Professional,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2907
Rajakumar R,Makkal Needhi Maiam,1,Post Graduate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2899
Samuel George Kalai Arasar,IND,8,Graduate Professional,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2904
Satheesh S,IND,1,10th Pass,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2903
Vasantheeswaran E,Ulaga Makkal Katchi,0,8th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2901
Vijayakumar P,IND,0,Graduate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2908
Wilson G,SHS,0,10th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2104
Sivakumar.P,DMK,15,Post Graduate,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1556
Bagavath Singh.M,BSP,0,8th Pass,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1561
Birlabose.M,IND,0,8th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1796
Dr.R.Illavanji,Naam Tamilar Katchi,0,Graduate Professional,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1558
Govindaraj.G,IND,0,5th Pass,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1798
Kalyani.K,IND,0,Illiterate,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1787
Kalyani.P.L,AIADMK,0,10th Pass,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1559
Kolanji.M,IND,0,Literate,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1799
Malathi.S,IND,0,5th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1793
Prabhakaran.K,Makkalatchi Katchi,0,Post Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1794
Premkumar.G,IND,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1789
Ramesh Babu.M,IND,0,Graduate Professional,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1790
Ranganathan.M,IND,0,5th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1788
Raviparaiyanar.D,RPI(A),0,10th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1791
S. Ravikumar,Republican Party of India (Sivaraj),0,5th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1801
Santhanu.S,IND,0,Graduate Professional,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1797
Sekar.E,IND,0,10th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1795
Selvakumar.A,IND,0,Not Given,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=662
Sihamani.G,IND,0,Graduate,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1792
Sundar.G,IND,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=661
Udaya Chandran .R,IND,0,10th Pass,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1786
Rajesh Kumar S,INC,52,Post Graduate,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1267
Anchalose R,IND,0,Graduate,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1268
Antony A,All India Samathuva Makhal Katchi,0,8th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1266
Jayaraj E,Tamil Nadu Ilangyar Katchi,0,Graduate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2911
John Benadict G,IND,0,Graduate Professional,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2913
Jude Dev K.V,AIADMK,5,Graduate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1264
Peter H,Naam Tamilar Katchi,0,Graduate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1270
Ramesh Raja Kumar C,IND,0,8th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2912
Shaju Singh M R,IND,1,10th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2914
Sivakumar V,BSP,0,8th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1269
Sivan Raj K,IND,1,8th Pass,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1262
Thankappan C,Tamilnadu Mahatma Gandhi Makkal Katchi,0,12th Pass,72,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2909
Vijikumar K,National Democratic Party of South India,0,12th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2910
Elango. R,DMK,3,Graduate Professional,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=817
Anitha Parveen. M,Naam Tamilar Katchi,0,12th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=360
Annamalai. K,BJP,10,Post Graduate,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2915
Arivalagan. T,IND,0,10th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=816
Arumugam. R,IND,0,Post Graduate,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2919
Baskaran. N,IND,0,Graduate Professional,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2932
Boopathy. S,IND,0,Graduate Professional,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=814
Chithambaram. A,IND,0,8th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=813
Kirubananth. S,IND,0,Graduate Professional,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2922
Maheshmani. T,IND,0,12th Pass,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2936
Manojpandiyan. J. M,IND,0,Graduate Professional,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2938
Mathiyalagan. P,IND,0,Graduate,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2937
Mohammed Haneef Shahil. K. S,Makkal Needhi Maiam,0,Post Graduate,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=818
Mohanraj. C,Samaniya Makkal Nala Katchi,0,Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2917
Murugesan. M. S,IND,0,Graduate Professional,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2939
Periyasamy. M. R,IND,0,Graduate,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2935
Prabakaran. T,IND,1,Graduate Professional,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=815
Prabhu. G,IND,0,Graduate Professional,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2934
Prakash. P,IND,0,Graduate Professional,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2933
Ragunath. P,IND,0,Graduate Professional,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2940
Rajendiran. M,IND,0,Post Graduate,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2943
Rajkumar. R,Tamil Nadu Ilangyar Katchi,0,Graduate Professional,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2918
Ramaguru. R,IND,0,Post Graduate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2942
Ranjith. I,IND,0,Post Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2941
Saravanan. P,IND,0,Graduate Professional,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2925
Satheeshkumar. T,IND,0,Graduate Professional,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2924
Silambarasan. P,IND,1,Post Graduate,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2926
Sivakumar. A,IND,0,Graduate Professional,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2927
Sundararaj. R,BSP,0,8th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2916
Suresh. M,IND,0,5th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2928
Sureshbabu. S,IND,0,Graduate Professional,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2929
Thanegasalam. R. V,IND,0,Graduate Professional,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2931
Vairaseeman. G,IND,0,Post Graduate,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2945
Vivekananthan. V,IND,0,12th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2944
Senthilbalaji V,DMK,30,Graduate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=485
Aadhikrishnan.P,BSP,0,Literate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1221
Abilazan.N,IND,0,Graduate Professional,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1217
Amarnath.K,IND,0,Graduate Professional,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1235
Amarsri.M,IND,0,Post Graduate,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=466
Anbazhagan,IND,0,Graduate Professional,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1237
Balamanikandan.K,IND,1,5th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2965
Banumathy,IND,0,Graduate Professional,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2966
Boopathi.P,IND,0,Graduate Professional,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1214
Deepanandh.N,IND,0,Graduate Professional,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2963
Dhanabal,IND,0,Graduate Professional,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1215
Dhanalakshmi.M,Ganasangam Party of India,0,Others,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1232
Duraisamy.J,IND,0,Graduate Professional,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=470
Gopalakrishnan.A,IND,0,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1239
Jayakumar.G,IND,0,Graduate Professional,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=471
Joseph.M.A,Desiya Makkal Sakthi Katchi,0,10th Pass,72,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2948
Jothi Sutharsan,IND,0,Graduate Professional,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2973
Kamaraj.P,IND,0,Graduate Professional,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1233
Kannan.T,IND,0,Graduate Professional,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=479
Karunamoorthy.S,IND,0,Graduate Professional,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=469
Karuppaiya.R,Naam Tamilar Katchi,0,Post Graduate,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1219
Kathiravan.P,IND,0,Graduate Professional,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1234
Krishnakumar.S,IND,0,Graduate Professional,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2949
Mahendran,IND,0,Graduate Professional,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2968
Manikandan.K,IND,0,Graduate Professional,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=475
Manoj.P,IND,0,10th Pass,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2969
Mohan.M.L.M,IND,0,Graduate Professional,67,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=474
Mohanraj.S,Makkal Needhi Maiam,0,Others,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2947
Mounagurubalusamy.K,IND,0,12th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1223
Murali.M,IND,0,Graduate Professional,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1213
Muruganantham.T,IND,0,Graduate,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=481
Murugesan.A,IND,0,5th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1226
Muthu. K.R,IND,0,Graduate Professional,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=465
Noor Mohammed Thouffic.A,IND,0,12th Pass,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2964
Palanivel.P,IND,0,Graduate Professional,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=478
Prakash.A,IND,0,Graduate Professional,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=472
Prakash.N,IND,0,Graduate Professional,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1224
Prakash.V,IND,0,Graduate Professional,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2967
Prasanth.S,IND,0,Post Graduate,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1220
Pushparaj.P,IND,0,Graduate Professional,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1229
Rajeshkannan.S,IND,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2970
Sakthikumar,IND,0,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1240
Samiappan.K,IND,0,Post Graduate,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2952
Sampath.S,IND,0,Graduate Professional,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2951
Santhanakumar.M,IND,1,10th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2950
Saravanan.R,IND,0,Graduate Professional,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=463
Sathish.P,IND,0,Graduate Professional,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1222
Selvakumar.M,IND,0,Graduate Professional,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1242
Shanmugam.N,Samaniya Makkal Nala Katchi,2,Graduate Professional,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=19
Shivakumar.K,IND,0,Graduate,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2954
Sivakumar.N,IND,1,Graduate Professional,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2955
Sivakumar.V,IND,0,Graduate Professional,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=483
