candidate,party,criminal_cases,education,age,total_assets,liabilities,2021_constituency,2021_district,myneta_url,total_assets_rs,liabilities_rs,sitting_MLA,bye_election
Moorthi. S,BSP,0,Graduate,30,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,PENNAGARAM,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1974,6000,0,0,0
Munusamy. S,IND,0,8th Pass,51,,,PENNAGARAM,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2534,,,0,0
Periyananjappan. A,IND,0,12th Pass,38,"Rs 74,01,000 ~ 74 Lacs+","Rs 45,000 ~ 45 Thou+",PENNAGARAM,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2531,7401000,45000,0,0
Shakila. K,Makkal Needhi Maiam,3,Graduate Professional,36,"Rs 58,08,400 ~ 58 Lacs+","Rs 96,28,798 ~ 96 Lacs+",PENNAGARAM,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2526,5808400,9628798,0,0
Sivalingam. N,IND,0,12th Pass,41,,,PENNAGARAM,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2528,,,0,0
Tamilazhagan. R,Naam Tamilar Katchi,0,Graduate Professional,37,"Rs 76,42,000 ~ 76 Lacs+","Rs 24,00,000 ~ 24 Lacs+",PENNAGARAM,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2525,7642000,2400000,0,0
Thirumurugan. P,IND,0,Post Graduate,43,"Rs 20,27,000 ~ 20 Lacs+","Rs 1,10,000 ~ 1 Lacs+",PENNAGARAM,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2530,2027000,110000,0,0
Uthayakumar. R,DMDK,0,12th Pass,46,,,PENNAGARAM,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1975,,,0,0
Venkateshwaran.S.P.,Pattali Makkal Katchi,4,Graduate,54,"Rs 1,35,97,461 ~ 1 Crore+","Rs 26,10,500 ~ 26 Lacs+",DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=998,13597461,2610500,1,0
Jayavenkatesan.S.K.,Makkal Needhi Maiam,0,Graduate,38,"Rs 43,50,419 ~ 43 Lacs+","Rs 10,80,066 ~ 10 Lacs+",DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=993,4350419,1080066,0,0
Mani.L.,Dhesiya Makkal Kazhagam,0,12th Pass,63,"Rs 1,83,000 ~ 1 Lacs+",Rs 0 ~,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2551,183000,0,0,0
Manigandan.E.V.,IND,0,Post Graduate,42,,,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=991,,,0,0
Natarajan.M.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,12th Pass,46,"Rs 26,75,708 ~ 26 Lacs+","Rs 14,50,274 ~ 14 Lacs+",DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=996,2675708,1450274,0,0
Natarajan.V.,IND,0,12th Pass,48,"Rs 23,20,500 ~ 23 Lacs+",Rs 0 ~,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2556,2320500,0,0,0
Palani.S.K.,IND,0,Not Given,65,,,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2557,,,0,0
Perumal.P,BSP,0,Not Given,65,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=992,6000,0,0,0
Rajendran.D.K.,Amma Makkal Munnettra Kazagam,4,8th Pass,63,"Rs 1,88,19,883 ~ 1 Crore+","Rs 33,68,125 ~ 33 Lacs+",DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=287,18819883,3368125,0,0
Rajendran.K.,IND,0,10th Pass,42,,,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=988,,,0,0
Ramasamy.T.,My India Party,0,5th Pass,64,"Rs 4,50,000 ~ 4 Lacs+",Rs 0 ~,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=382,450000,0,0,0
Sakthivel.P.,Desiya Makkal Sakthi Katchi,0,10th Pass,46,"Rs 45,000 ~ 45 Thou+",Rs 0 ~,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=995,45000,0,0,0
Senthil Kumar Alias Senthil.A.,Naam Tamilar Katchi,1,Graduate Professional,43,,,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=990,,,0,0
Shanmugam.P.,IND,0,8th Pass,43,"Rs 2,30,500 ~ 2 Lacs+",Rs 0 ~,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2553,230500,0,0,0
Subramani.K.,IND,0,Others,49,"Rs 34,583 ~ 34 Thou+",Rs 0 ~,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2552,34583,0,0,0
Subramani.P,DMK,3,10th Pass,63,,,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4269,,,0,0
Subramani.P.,IND,0,5th Pass,60,"Rs 32,236 ~ 32 Thou+",Rs 0 ~,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=989,32236,0,0,0
Subramani.T.,IND,0,10th Pass,62,"Rs 5,53,800 ~ 5 Lacs+",Rs 0 ~,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2554,553800,0,0,0
Sundaramoorthy.M.,IND,0,10th Pass,41,,,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=997,,,0,0
Tamilarasan.S.,IND,0,Post Graduate,63,"Rs 99,86,727 ~ 99 Lacs+","Rs 43,00,000 ~ 43 Lacs+",DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2555,9986727,4300000,0,0
Venkateswaran.B.,IND,0,Graduate Professional,35,,,DHARMAPURI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2558,,,0,0
Shekar. R.D,DMK,10,Graduate Professional,54,"Rs 1,28,91,842 ~ 1 Crore+","Rs 39,96,800 ~ 39 Lacs+",PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=580,12891842,3996800,1,0
Dhanapalan N.R,AIADMK,4,Post Graduate,69,"Rs 34,31,00,405 ~ 34 Crore+","Rs 1,21,44,833 ~ 1 Crore+",PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1754,343100405,12144833,0,0
Kadhiravan. M,IND,0,12th Pass,53,"Rs 8,95,000 ~ 8 Lacs+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1755,895000,0,0,0
Lakshmi Narayanan. E,Amma Makkal Munnettra Kazagam,3,8th Pass,48,,,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=578,,,0,0
Merlin Suganthi. S,Naam Tamilar Katchi,0,Others,35,"Rs 55,49,249 ~ 55 Lacs+","Rs 9,80,000 ~ 9 Lacs+",PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=581,5549249,980000,0,0
Parthipan. P,IND,0,Post Graduate,39,"Rs 66,24,150 ~ 66 Lacs+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1742,6624150,0,0,0
Ponnusamy. A,Makkal Needhi Maiam,0,8th Pass,46,,,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1746,,,0,0
Prem Anand. J,IND,0,Post Graduate,32,"Rs 2,20,63,000 ~ 2 Crore+","Rs 1,15,00,000 ~ 1 Crore+",PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1752,22063000,11500000,0,0
Rajesh Kumar. S,IND,0,10th Pass,46,"Rs 42,03,363 ~ 42 Lacs+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1749,4203363,0,0,0
Rajesh. K,IND,0,5th Pass,32,,,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1748,,,0,0
Saravana Perumal. R,IND,0,Post Graduate,47,"Rs 79,000 ~ 79 Thou+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1751,79000,0,0,0
Satheesh. J,IND,0,8th Pass,45,"Rs 11,05,258 ~ 11 Lacs+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1750,1105258,0,0,0
Sathishkumar. S,IND,0,8th Pass,31,,,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1740,,,0,0
Sebastin. J,SUCI(C),0,10th Pass,44,"Rs 1,809 ~ 1 Thou+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=45,1809,0,0,0
Sekar. P,IND,0,5th Pass,66,"Rs 40,200 ~ 40 Thou+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1741,40200,0,0,0
Selvaraj. R,IND,0,10th Pass,49,,,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1744,,,0,0
Soosai. M.A,RPI(A),4,Literate,57,"Rs 81,72,090 ~ 81 Lacs+","Rs 13,52,764 ~ 13 Lacs+",PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1739,8172090,1352764,0,0
Suresh. C,BSP,0,10th Pass,37,,,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=579,,,0,0
Udayakumar. S,IND,0,10th Pass,48,"Rs 90,10,500 ~ 90 Lacs+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1745,9010500,0,0,0
Vasantha Kumar. M,IND,2,5th Pass,43,"Rs 95,16,000 ~ 95 Lacs+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1747,9516000,0,0,0
Venkatesh. L,IND,0,12th Pass,45,,,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1753,,,0,0
Vinothkumar. G,IND,0,8th Pass,30,"Rs 37,650 ~ 37 Thou+",Rs 0 ~,PERAMBUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1743,37650,0,0,0
Govindasamy.A,AIADMK,0,12th Pass,49,"Rs 2,84,79,202 ~ 2 Crore+","Rs 22,84,821 ~ 22 Lacs+",PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=205,28479202,2284821,1,0
Anand Kumar.K,IND,0,Literate,53,"Rs 35,25,000 ~ 35 Lacs+","Rs 4,83,500 ~ 4 Lacs+",PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=570,3525000,483500,0,0
Elango.S,IND,0,Graduate Professional,61,"Rs 83,09,572 ~ 83 Lacs+",Rs 0 ~,PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2575,8309572,0,0,0
Gopi.K,BSP,0,8th Pass,45,,,PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1966,,,0,0
Govindasamy.R,IND,0,5th Pass,50,"Rs 36,47,000 ~ 36 Lacs+","Rs 4,79,800 ~ 4 Lacs+",PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2576,3647000,479800,0,0
Manivannan.K,IND,0,Graduate Professional,60,,,PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2577,,,0,0
Murugan.R,Anaithu Makkal Puratchi KatchiRAMESH.R,0,12th Pass,44,"Rs 1,07,000 ~ 1 Lacs+",Rs 0 ~,PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2574,107000,0,0,0
Murugan.S,IND,0,Graduate Professional,48,"Rs 27,89,900 ~ 27 Lacs+","Rs 4,15,000 ~ 4 Lacs+",PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2578,2789900,415000,0,0
Palaniappan.P,Amma Makkal Munnettra Kazagam,4,Post Graduate,59,,,PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2573,,,0,0
Palaniyappan.R,IND,0,8th Pass,43,"Rs 6,86,363 ~ 6 Lacs+","Rs 4,00,000 ~ 4 Lacs+",PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=204,686363,400000,0,0
Prabhurajasekar.M,DMK,2,Graduate Professional,37,"Rs 2,37,75,143 ~ 2 Crore+","Rs 71,26,248 ~ 71 Lacs+",PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1967,23775143,7126248,0,0
Ramesh.R,Naam Tamilar Katchi,0,Graduate,38,,,PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=571,,,0,0
Selvam.P,IND,0,Post Graduate,34,"Rs 3,49,000 ~ 3 Lacs+",Rs 0 ~,PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=569,349000,0,0,0
Srinivasan,Makkal Needhi Maiam,0,Graduate Professional,33,"Rs 89,000 ~ 89 Thou+",Rs 0 ~,PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2572,89000,0,0,0
Veeramani.T,IND,0,10th Pass,45,,,PAPPIREDDIPATTI,DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2579,,,0,0
Sampathkumar.V,AIADMK,0,Graduate Professional,46,,,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=93,,,1,0
Karuthoviyam.P,My India Party,0,Graduate Professional,32,"Rs 20,000 ~ 20 Thou+","Rs 1,10,000 ~ 1 Lacs+",HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2588,20000,110000,0,0
Keerthana.K,Naam Tamilar Katchi,0,Graduate Professional,30,"Rs 70,500 ~ 70 Thou+",Rs 0 ~,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=426,70500,0,0,0
Kumar.A,CPI(M),1,10th Pass,46,,,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1854,,,0,0
Kumar.P,IND,0,10th Pass,36,"Rs 4,29,000 ~ 4 Lacs+",Rs 0 ~,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2589,429000,0,0,0
Murugan.R,Amma Makkal Munnettra Kazagam,0,Graduate Professional,35,"Rs 4,36,162 ~ 4 Lacs+",Rs 0 ~,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4091,436162,0,0,0
Murugan.R,IND,0,Graduate Professional,35,,,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=428,,,0,0
Palani.C,IND,0,Illiterate,57,"Rs 1,00,500 ~ 1 Lacs+",Rs 0 ~,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2591,100500,0,0,0
Parthipan.P,IND,0,Graduate,52,"Rs 6,75,500 ~ 6 Lacs+",Rs 0 ~,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=94,675500,0,0,0
Sarathkumar.M,IND,0,10th Pass,31,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2590,20000,0,0,0
Sathiskumar.S,Indiya Jananayaka Katchi,0,Others,27,"Rs 1,80,000 ~ 1 Lacs+",Rs 0 ~,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1108,180000,0,0,0
Sivakumar.A,BSP,0,10th Pass,46,,,HARUR (SC),DHARMAPURI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1105,,,0,0
Senthil Kumar I.P,DMK,14,Post Graduate,42,"Rs 8,06,15,229 ~ 8 Crore+","Rs 76,07,768 ~ 76 Lacs+",PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=213,80615229,7607768,1,0
Ananthan S. P,IND,0,Graduate,30,"Rs 9,65,000 ~ 9 Lacs+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2598,965000,0,0,0
Azhagumalai A,IND,0,10th Pass,71,"Rs 23,44,300 ~ 23 Lacs+","Rs 1,00,000 ~ 1 Lacs+",PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2597,2344300,100000,0,0
Kaliappan K,IND,0,8th Pass,53,,,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2600,,,0,0
Karuppusamy P,IND,0,Illiterate,51,"Rs 18,87,000 ~ 18 Lacs+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2599,1887000,0,0,0
Lathika,IND,0,10th Pass,35,"Rs 36,06,742 ~ 36 Lacs+","Rs 40,00,000 ~ 40 Lacs+",PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2615,3606742,4000000,0,0
Munishraja M,IND,0,Doctorate,37,,,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2613,,,0,0
Nachimuthu S,BSP,0,10th Pass,44,"Rs 11,40,000 ~ 11 Lacs+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1934,1140000,0,0,0
Nagendran G,IND,0,5th Pass,37,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2610,200000,0,0,0
Pandeeswaran M,IND,0,5th Pass,37,,,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2611,,,0,0
Periyadurai M,IND,1,8th Pass,35,"Rs 2,000 ~ 2 Thou+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2612,2000,0,0,0
Rasulbeevi Sahabudeen,IND,0,5th Pass,41,"Rs 7,22,000 ~ 7 Lacs+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2614,722000,0,0,0
Ravi Manoharan K,AIADMK,0,Others,52,,,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=212,,,0,0
Samiappa Gounder P,IND,0,10th Pass,78,"Rs 16,36,950 ~ 16 Lacs+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2605,1636950,0,0,0
Shahul Hameed,IND,0,Post Graduate,39,,,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2601,,,0,0
Siddiq M,IND,0,5th Pass,44,"Rs 2,50,500 ~ 2 Lacs+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2606,250500,0,0,0
Sudha R B,IND,0,Post Graduate,32,"Rs 17,000 ~ 17 Thou+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2607,17000,0,0,0
Suresh M,IND,0,10th Pass,42,,,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2608,,,0,0
Thangavel A,IND,0,8th Pass,52,"Rs 17,25,100 ~ 17 Lacs+","Rs 1,78,100 ~ 1 Lacs+",PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2609,1725100,178100,0,0
Thangavel B,My India Party,0,8th Pass,41,"Rs 30,50,000 ~ 30 Lacs+",Rs 0 ~,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2593,3050000,0,0,0
Veerakumar V,Amma Makkal Munnettra Kazagam,1,Graduate Professional,46,,,PALANI,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2596,,,0,0
Sakkarapani R,DMK,6,Graduate,59,"Rs 9,48,67,797 ~ 9 Crore+","Rs 7,15,43,943 ~ 7 Crore+",ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=222,94867797,71543943,1,0
Abdul Hadi A,Makkal Needhi Maiam,0,10th Pass,51,"Rs 53,06,000 ~ 53 Lacs+",Rs 0 ~,ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2627,5306000,0,0,0
Balasubramani S,IND,0,Graduate Professional,31,"Rs 50,95,058 ~ 50 Lacs+","Rs 1,50,000 ~ 1 Lacs+",ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2635,5095058,150000,0,0
Chellamuthu K,IND,0,Graduate,56,,,ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2634,,,0,0
Marimuthu T.S,IND,1,12th Pass,41,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2636,30000,0,0,0
Nataraj N.P,AIADMK,3,12th Pass,52,"Rs 8,32,98,010 ~ 8 Crore+","Rs 2,72,25,594 ~ 2 Crore+",ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1920,83298010,27225594,0,0
Ravi M,Anaithu Makkal Puratchi Katchi,0,5th Pass,34,,,ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2629,,,0,0
Ravichandran K,My India Party,0,Illiterate,41,"Rs 11,11,500 ~ 11 Lacs+",Rs 0 ~,ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2630,1111500,0,0,0
Sakthi Devi T,Naam Tamilar Katchi,0,8th Pass,39,,,ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2628,,,0,0
Shanmugavel P,IND,0,Graduate,65,"Rs 22,80,443 ~ 22 Lacs+","Rs 2,00,000 ~ 2 Lacs+",ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2631,2280443,200000,0,0
Siva Kumar M,DMDK,0,10th Pass,50,"Rs 1,56,87,085 ~ 1 Crore+","Rs 1,06,83,497 ~ 1 Crore+",ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2626,15687085,10683497,0,0
Sivaprakash S,IND,0,10th Pass,32,,,ODDANCHATRAM,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2632,,,0,0
Periyasamy I,DMK,12,Graduate,67,"Rs 7,63,94,882 ~ 7 Crore+","Rs 1,41,15,522 ~ 1 Crore+",ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=365,76394882,14115522,1,0
Anbu As,IND,1,Post Graduate,42,"Rs 17,93,000 ~ 17 Lacs+","Rs 38,500 ~ 38 Thou+",ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=838,1793000,38500,0,0
Jeyasekaran R,My India Party,0,8th Pass,40,"Rs 9,50,200 ~ 9 Lacs+",Rs 0 ~,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2662,950200,0,0,0
Karthi M,IND,0,10th Pass,34,,,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2663,,,0,0
Karthigaiselvan K,BSP,0,Post Graduate,26,"Rs 1,15,000 ~ 1 Lacs+",Rs 0 ~,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2658,115000,0,0,0
Muruganantham C,IND,0,10th Pass,42,"Rs 47,99,470 ~ 47 Lacs+","Rs 15,88,000 ~ 15 Lacs+",ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2669,4799470,1588000,0,0
Muthulakshmi R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Illiterate,34,,,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=840,,,0,0
Palraj R,IND,0,Post Graduate,36,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2668,10000,0,0,0
Ragupathi P,Anaithu Makkal Puratchi Katchi,0,Graduate Professional,34,,,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=836,,,0,0
Sankar D,IND,0,10th Pass,38,"Rs 4,27,000 ~ 4 Lacs+",Rs 0 ~,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4,427000,0,0,0
Savadamuthu A,IND,0,10th Pass,45,"Rs 22,10,100 ~ 22 Lacs+","Rs 5,00,000 ~ 5 Lacs+",ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2664,2210100,500000,0,0
Selvakumar P,Amma Makkal Munnettra Kazagam,0,10th Pass,43,,,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=837,,,0,0
Silambarasan M,Puthiya Tamilagam,0,10th Pass,35,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2659,15000,0,0,0
Silambarasan P,IND,0,8th Pass,34,"Rs 13,61,830 ~ 13 Lacs+",Rs 0 ~,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2665,1361830,0,0,0
Simon Justin A,Naam Tamilar Katchi,0,Post Graduate,39,,,ATHOOR,DINDIGUL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=60,,,0,0
